Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL1830137,P21397,,PWCRFMFRXLAXLY-JXMROGBWSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21899930,IC50,=,297000,NM,,,,,,,,,,,,,,Inhibition of human recombinant MAO-A assessed as oxidation of kynuramine to 4-hydroxyquinoline after 20 mins,,Monoamine oxidase inhibition by selected anilide derivatives.,Eur. J. Med. Chem.,2011,46,10,"Legoabe L, Kruger J, Petzer A, Bergh JJ, Petzer JP",,769425,DTCT0023168,6107947,DTCC01108405,166758,45975
CHEMBL1830138,P21397,,PZUANWVMBRAJCU-UXBLZVDNSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21899930,IC50,=,74800,NM,,,,,,,,,,,,,,Inhibition of human recombinant MAO-A assessed as oxidation of kynuramine to 4-hydroxyquinoline after 20 mins,,Monoamine oxidase inhibition by selected anilide derivatives.,Eur. J. Med. Chem.,2011,46,10,"Legoabe L, Kruger J, Petzer A, Bergh JJ, Petzer JP",,769425,DTCT0023168,6107948,DTCC01108406,620479,45975
CHEMBL1830139,P21397,,UIHPGGMWOJQENR-XBXARRHUSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21899930,IC50,=,58400,NM,,,,,,,,,,,,,,Inhibition of human recombinant MAO-A assessed as oxidation of kynuramine to 4-hydroxyquinoline after 20 mins,,Monoamine oxidase inhibition by selected anilide derivatives.,Eur. J. Med. Chem.,2011,46,10,"Legoabe L, Kruger J, Petzer A, Bergh JJ, Petzer JP",,769425,DTCT0023168,6107949,DTCC01108407,1558141,45975
CHEMBL1830140,P21397,,UEQKPLCMHJTCJH-XBXARRHUSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21899930,IC50,=,34500,NM,,,,,,,,,,,,,,Inhibition of human recombinant MAO-A assessed as oxidation of kynuramine to 4-hydroxyquinoline after 20 mins,,Monoamine oxidase inhibition by selected anilide derivatives.,Eur. J. Med. Chem.,2011,46,10,"Legoabe L, Kruger J, Petzer A, Bergh JJ, Petzer JP",,769425,DTCT0023168,6107950,DTCC01108408,69804,45975
CHEMBL1830141,P21397,,IZXYYBWPDVJZIX-BQYQJAHWSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21899930,INHIBITION,,,,,,,,,,,,,,,,,Inhibition of human recombinant MAO-A assessed as oxidation of kynuramine to 4-hydroxyquinoline at 100 uM after 20 mins,Not Active,Monoamine oxidase inhibition by selected anilide derivatives.,Eur. J. Med. Chem.,2011,46,10,"Legoabe L, Kruger J, Petzer A, Bergh JJ, Petzer JP",,769427,DTCT0023168,6107974,DTCC01108409,1940538,45975
CHEMBL1830142,P21397,,IWVLGGGVNQKOBY-BQYQJAHWSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21899930,INHIBITION,,,,,,,,,,,,,,,,,Inhibition of human recombinant MAO-A assessed as oxidation of kynuramine to 4-hydroxyquinoline at 100 uM after 20 mins,Not Active,Monoamine oxidase inhibition by selected anilide derivatives.,Eur. J. Med. Chem.,2011,46,10,"Legoabe L, Kruger J, Petzer A, Bergh JJ, Petzer JP",,769427,DTCT0023168,6107975,DTCC00128734,1747258,45975
CHEMBL1830143,P21397,,KZKTWYPRMCPYNI-RMKNXTFCSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21899930,IC50,=,47300,NM,,,,,,,,,,,,,,Inhibition of human recombinant MAO-A assessed as oxidation of kynuramine to 4-hydroxyquinoline after 20 mins,,Monoamine oxidase inhibition by selected anilide derivatives.,Eur. J. Med. Chem.,2011,46,10,"Legoabe L, Kruger J, Petzer A, Bergh JJ, Petzer JP",,769425,DTCT0023168,6107984,DTCC00128735,555955,45975
CHEMBL1830144,P21397,,LGIOERZAPULBPP-RMKNXTFCSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21899930,IC50,=,35600,NM,,,,,,,,,,,,,,Inhibition of human recombinant MAO-A assessed as oxidation of kynuramine to 4-hydroxyquinoline after 20 mins,,Monoamine oxidase inhibition by selected anilide derivatives.,Eur. J. Med. Chem.,2011,46,10,"Legoabe L, Kruger J, Petzer A, Bergh JJ, Petzer JP",,769425,DTCT0023168,6107985,DTCC00128736,652928,45975
CHEMBL1830145,P21397,,RVQJIEYBNVWMFB-BQYQJAHWSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21899930,IC50,=,13500,NM,,,,,,,,,,,,,,Inhibition of human recombinant MAO-A assessed as oxidation of kynuramine to 4-hydroxyquinoline after 20 mins,,Monoamine oxidase inhibition by selected anilide derivatives.,Eur. J. Med. Chem.,2011,46,10,"Legoabe L, Kruger J, Petzer A, Bergh JJ, Petzer JP",,769425,DTCT0023168,6107986,DTCC00128737,1266775,45975
CHEMBL1830146,P21397,,ZTQJFMKPMZYTSL-BQYQJAHWSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21899930,IC50,=,27200,NM,,,,,,,,,,,,,,Inhibition of human recombinant MAO-A assessed as oxidation of kynuramine to 4-hydroxyquinoline after 20 mins,,Monoamine oxidase inhibition by selected anilide derivatives.,Eur. J. Med. Chem.,2011,46,10,"Legoabe L, Kruger J, Petzer A, Bergh JJ, Petzer JP",,769425,DTCT0023168,6107987,DTCC00128738,1590486,45975
CHEMBL1830147,P21397,,WCEIMFPCTQMYAA-CMDGGOBGSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21899930,IC50,=,184000,NM,,,,,,,,,,,,,,Inhibition of human recombinant MAO-A assessed as oxidation of kynuramine to 4-hydroxyquinoline after 20 mins,,Monoamine oxidase inhibition by selected anilide derivatives.,Eur. J. Med. Chem.,2011,46,10,"Legoabe L, Kruger J, Petzer A, Bergh JJ, Petzer JP",,769425,DTCT0023168,6107988,DTCC00128739,1973639,45975
CHEMBL1830148,P21397,,DJFFDTAFAYDHIG-CMDGGOBGSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21899930,IC50,=,36200,NM,,,,,,,,,,,,,,Inhibition of human recombinant MAO-A assessed as oxidation of kynuramine to 4-hydroxyquinoline after 20 mins,,Monoamine oxidase inhibition by selected anilide derivatives.,Eur. J. Med. Chem.,2011,46,10,"Legoabe L, Kruger J, Petzer A, Bergh JJ, Petzer JP",,769425,DTCT0023168,6107989,DTCC00128740,296746,45975
CHEMBL1830792,P21397,,NEEQSYQIMADPQE-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,IC50,=,39360,NM,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine after 15 mins by microplate fluorescence assay,,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769477,DTCT0023168,6098126,DTCC01109025,1091442,45952
CHEMBL1830793,P21397,,HXMREWXYWPTCJD-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,=,40,%,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098213,DTCC01109026,1446965,45952
CHEMBL1830794,P21397,,MJMJREHDIIIUHN-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098162,DTCC01109027,1576085,45952
CHEMBL1830795,P21397,,VYMAEQZQRVDKQZ-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098163,DTCC01109028,1091443,45952
CHEMBL1830796,P21397,,AXGMOTRSYFBQBG-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,IC50,=,55160,NM,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine after 15 mins by microplate fluorescence assay,,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769477,DTCT0023168,6098137,DTCC01109029,184627,45952
CHEMBL1830797,P21397,,SDPFBESXQREFHP-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098164,DTCC01109030,799715,45952
CHEMBL1830798,P21397,,LAMFVNQJCSPDNP-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098165,DTCC01109031,1219337,45952
CHEMBL1830799,P21397,,GHSHPXGUHBVDRU-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,IC50,=,40470,NM,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine after 15 mins by microplate fluorescence assay,,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769477,DTCT0023168,6098123,DTCC01109032,1382856,45952
CHEMBL1830800,P21397,,LFABXJTUEHBFNF-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,IC50,=,51660,NM,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine after 15 mins by microplate fluorescence assay,,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769477,DTCT0023168,6098135,DTCC01109033,1797515,45952
CHEMBL1830801,P21397,,CPVJWBWVJUAOMV-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098169,DTCC01109034,347484,45952
CHEMBL1830802,P21397,,NJGYGQUZQAQHJJ-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098170,DTCC01109035,897442,45952
CHEMBL1830803,P21397,,OLLGFWQKIPAPII-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098171,DTCC01109036,1797516,45952
CHEMBL1830804,P21397,,JPPGTVYDWHSNLJ-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098173,DTCC01109037,2088842,45952
CHEMBL1830805,P21397,,VECYJYHQSRNPJE-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098174,DTCC01109038,865105,45952
CHEMBL1830806,P21397,,QOPGPMGLJSKZQZ-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098175,DTCC01109039,1543988,45952
CHEMBL1830807,P21397,,ODFPJRWVLXYMEV-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098176,DTCC01109040,897443,45952
CHEMBL1830808,P21397,,NFGRZMPVMLQXNS-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,IC50,=,40550,NM,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine after 15 mins by microplate fluorescence assay,,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769477,DTCT0023168,6098127,DTCC01109041,1861756,45952
CHEMBL1830809,P21397,,SSGYMCHQKAJEOB-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,IC50,=,49070,NM,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine after 15 mins by microplate fluorescence assay,,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769477,DTCT0023168,6098131,DTCC01109042,1673242,45952
CHEMBL1830810,P21397,,YGHIIBLLAKLTBT-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098178,DTCC01109043,1926107,45952
CHEMBL1830811,P21397,,DGCHIPOUBUMPLH-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098180,DTCC01109044,152492,45952
CHEMBL1830812,P21397,,FERPJUOPTLEUDM-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098181,DTCC01109045,380118,45952
CHEMBL1830813,P21397,,YZDQJWNCSWFQEH-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098182,DTCC01109046,413069,45952
CHEMBL1830814,P21397,,WQSSRBWZKQNHOE-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098183,DTCC01109047,347485,45952
CHEMBL1830815,P21397,,MMWXNBGCSAZEPR-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098184,DTCC01109048,249038,45952
CHEMBL1830816,P21397,,FWLMJHGQRXWNIS-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098185,DTCC01109049,1765107,45952
CHEMBL1830817,P21397,,PNMRHZKVPAGIBX-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,INHIBITION,,,,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine at 100 uM after 15 mins by microplate fluorescence assay,Not Active,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769478,DTCT0023168,6098186,DTCC01109050,443760,45952
CHEMBL1830818,P21397,,NJYUFSPLSXCNJO-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,IC50,=,46350,NM,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine after 15 mins by microplate fluorescence assay,,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769477,DTCT0023168,6098125,DTCC01109051,1959125,45952
CHEMBL1830819,P21397,,QIBIAGDWRHWFNP-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,IC50,=,59610,NM,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine after 15 mins by microplate fluorescence assay,,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769477,DTCT0023168,6098129,DTCC01109052,1959126,45952
CHEMBL1830820,P21397,,SLPOZBYDRWPSBE-UHFFFAOYSA-N,0,MONOAMINE OXIDASE A,MAOA,Enzyme,,,21872365,IC50,=,40200,NM,,cell_based,,,,,,,,,,,,Inhibition of human recombinant MAO-A expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine after 15 mins by microplate fluorescence assay,,"Synthesis and selective human monoamine oxidase inhibition of 3-carbonyl, 3-acyl, and 3-carboxyhydrazido coumarin derivatives.",Eur. J. Med. Chem.,2011,46,10,"Secci D, Carradori S, Bolasco A, Chimenti P, Yáñez M, Ortuso F, Alcaro S",,769477,DTCT0023168,6098124,DTCC01109053,929187,45952
