"Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES"
"MXUNKHLAEDCYJL-UHFFFAOYNA-N,34521,4128,A,5.82391,pubchem,751392,9606,MAOA,2549,O1C(CN(C=2C=C(C=CC2)C)C1=O)CO"
"MXUNKHLAEDCYJL-UHFFFAOYNA-N,CHEMBL18116,29253,A,6.42,chembl20,302385,10116,MAOA,2549,C1(CN(C(O1)=O)C=2C=CC=C(C2)C)CO"
"MXUQZALAHTWJAZ-UHFFFAOYNA-N,CHEMBL189117,29253,A,6.29,chembl20,302385,10116,MAOA,2549,C=1(N(C=CC1)C)C(CN2CCCCC2)O"
"MZIWFTSSRZWRER-UHFFFAOYNA-N,CHEMBL545333,29253,N,4.66,chembl20,123270,10116,MAOA,2549,C(OC=1C=C2C(CCC2NC)=CC1)(N(CC)C)=O"
"OAFDDZCNQLOKNK-UHFFFAOYNA-N,CHEMBL189835,29253,A,6.52,chembl20,305534,10116,MAOA,2549,C=1(C(=CC(=CC1OC)SC)OC)CC(N)C"
"NTJQREUGJKIARY-UHFFFAOYNA-N,CHEMBL8600,29253,N,4.62,chembl20,305534,10116,MAOA,2549,C=1C(=C(CC(N)C)C=C(OC)C1C)OC"
"NYMGNSNKLVNMIA-XWKXFZRBNA-N,3748,29253,A,5.30103,pubchem,459280,10116,MAOA,2549,O=C(NNC(C)C)C=1C=CN=CC1"
"NYMGNSNKLVNMIA-XWKXFZRBNA-N,3748,4128,A,5.1831,pubchem,767289,9606,MAOA,2549,O=C(NNC(C)C)C=1C=CN=CC1"
"NVINMHFLRZHVKS-KZFATGLANA-N,CHEMBL460734,29253,A,5.47,chembl20,495009,10116,MAOA,2549,C=1C=CC=2C(N(C(NC2C1)=S)C)=O"
"OWRNMSLOWSHOPV-UHFFFAOYNA-N,CHEMBL2048230,29253,A,6.62,chembl20,826182,10116,MAOA,2549,N1(CCC(CC1)C=2C=CC(=CC2)OC)CCC"
"PATARMBKZNQOFI-UHFFFAOYNA-N,CHEMBL1938476,4128,N,4.92,chembl20,799278,9606,MAOA,2549,C1C=CCCN1CCC2=CC=C(C=C2)OC"
"PAVJPRVQXZGVQI-UHFFFAOYNA-N,CHEMBL63349,4128,N,4.41,chembl20,1331157,9606,MAOA,2549,C1(C(OC2=C(C1)C=CC=C2)=O)=NC(=O)C"
"NRSDGDXUWMMUEV-GFCCVEGCNA-N,CHEMBL371428,29253,A,6.52,chembl20,123288,10116,MAOA,2549,C#CCN[C@@H]1CCC2=C1C=C(C=C2)O"
"NRSDGDXUWMMUEV-GFCCVEGCNA-N,CHEMBL371428,4128,A,5.72,chembl20,122793,9606,MAOA,2549,C#CCN[C@@H]1CCC2=C1C=C(C=C2)O"
"NEEQSYQIMADPQE-UHFFFAOYNA-N,CHEMBL1830792,4128,N,4.4,chembl20,769477,9606,MAOA,2549,C1=CC=2C=C(C(OC2C(=C1)O)=O)C(C)=O"
"MZPAQCAPWLAKSD-NDKGDYFDNA-N,CHEMBL376643,4128,N,0.4,chembl20,739780,9606,MAOA,2549,N1C(=CC=C1)C(=O)NC=2C=CC=CC2"
"OSFPURHZZWDHNR-UHFFFAOYNA-N,CHEMBL2204766,4128,N,4.37,chembl20,885406,9606,MAOA,2549,C(C=1C=CC(=CC1)SCC=2C=CC=CC2)#N"
"OPVTYGJORIMKNX-UHFFFAOYNA-N,CHEMBL221333,4128,N,2.16,chembl20,739780,9606,MAOA,2549,N1C(C(=O)N(CCC2=CC=CC=C2)C)=CC=C1"
"OPCOVGPGIKKXAT-UHFFFAOYNA-N,CHEMBL541281,4128,N,3.15,chembl20,122788,9606,MAOA,2549,C1(=C(C(=C2C(=C1OC)CNCC2)OC)OC)OC"
"MHUSNQPPWZGBBB-UHFFFAOYNA-N,46233267,29253,A,5.43297,pubchem,459597,10116,MAOA,2549,S1C(CNCC1)C2=CC=C(OCCC)C=C2"
"PSYQATYJXPGBDC-YHMJCDSINA-N,CHEMBL174040,4128,N,0.6,chembl20,739780,9606,MAOA,2549,C(C=1NC=CC1)(NCC2=CC=CC=C2)=O"
"PZPVLBXASPDCHR-UHFFFAOYNA-N,CHEMBL480434,29253,N,3.2,chembl20,948571,10116,MAOA,2549,C1N(CCN(C1)CCC)C2=CC(=CC=C2)C#N"
"QXZDYKWNKPSEJX-UHFFFAOYNA-N,CHEMBL416055,4128,A,5.7,chembl20,122786,9606,MAOA,2549,C1(=C2C(CCN=C2C)=CC(=C1OC)OC)OC"
"QUOQRHUEAFIBQT-UHFFFAOYNA-N,57401211,4128,A,5.21467,pubchem,641830,9606,MAOA,2549,ClC1=C(CCN2CCC=CC2)C=CC(Cl)=C1"
"QZQSLQIZEWMPQS-UHFFFAOYNA-N,CHEMBL555641,29253,N,4.1,chembl20,123114,10116,MAOA,2549,C(OC=1C=C2C(CCC2N)=CC1)(N(C)C)=O"
"PKCPZJFXQLSLLL-UHFFFAOYNA-N,CHEMBL151194,29253,N,3.62,chembl20,123098,10116,MAOA,2549,C(OC1=CC(CCN)=CC=C1)(N(CCC)C)=O"
"QEEXKPYVMOIPKR-UHFFFAOYNA-N,CHEMBL19240,29253,A,5.0,chembl20,122946,10116,MAOA,2549,C=1C(O)=CC=2OC(C(=C(C2C1)C)C)=O"
"QGXVPFVJKVEMKS-UHFFFAOYNA-N,CHEMBL347527,29253,N,4.66,chembl20,123269,10116,MAOA,2549,C(OC1=CC(CCNC)=CC=C1)(N(C)C)=O"
"RGMRPDCULUSBNT-UHFFFAOYNA-N,CHEMBL2204774,4128,N,4.27,chembl20,885406,9606,MAOA,2549,C(C=1C=CC(=CC1)SCCC=2C=CC=CC2)#N"
"RELHZEKCQXCNLK-UHFFFAOYNA-N,CHEMBL2336280,29253,A,5.62,chembl20,948571,10116,MAOA,2549,C1=CC=C(C(=C1)OC)C2CCN(CC2)CCC"
"RKMGOUZXGHZLBJ-UHFFFAOYNA-N,CHEMBL285230,4128,N,4.44,chembl20,122786,9606,MAOA,2549,C=12C(=CC(=C(C1)O)O)CCN(C2C)C"
"RPMHQMCNBGJITH-UHFFFAOYNA-N,CHEMBL44389,29253,A,5.4,chembl20,123446,10116,MAOA,2549,N1(C(=CC=2C1=CC=C(O)C2)CNCC#C)C"
"RMJOYWZEWBHBGZ-UHFFFAOYNA-N,CHEMBL147461,29253,A,5.05,chembl20,123119,10116,MAOA,2549,C(#C)CN(C(CC1=CC(O)=CC=C1)C)C"
"RQZMLXKZLSBLPV-UHFFFAOYNA-N,CHEMBL340590,4128,A,7.52,chembl20,122928,9606,MAOA,2549,C=1(C=C2C=C(Cl)C=CC2=CC1O)C(=O)Cl"
"RUOKEQAAGRXIBM-GFCCVEGCNA-N,CHEMBL887,29253,A,6.39,chembl20,122958,10116,MAOA,2549,N(CC#C)[C@@H]1CCC2=C1C=CC=C2"
"RUOKEQAAGRXIBM-GFCCVEGCNA-N,CHEMBL887,4128,A,6.39,chembl20,462120,9606,MAOA,2549,N(CC#C)[C@@H]1CCC2=C1C=CC=C2"
"RUOKEQAAGRXIBM-LBPRGKRZNA-N,CHEMBL1235738,29253,N,4.66,chembl20,122947,10116,MAOA,2549,C#CCN[C@H]1CCC2=C1C=CC=C2"
"RUOKEQAAGRXIBM-LBPRGKRZNA-N,CHEMBL1235738,4128,N,4.75,chembl20,122790,9606,MAOA,2549,C#CCN[C@H]1CCC2=C1C=CC=C2"
"RTCSYBNOEYGSSX-WXRBYKJCNA-N,CHEMBL592160,29253,A,5.04,chembl20,610655,10116,MAOA,2549,S1C(CNC(C1)=O)C2=CC=CC=C2"
"STNDIHAVRCIBCC-MDZDMXLPNA-N,CHEMBL1642686,4128,A,5.1,chembl20,699650,9606,MAOA,2549,C=1C(/C=C/C2=CC=CC=C2)=CC(=CC1)N"
"VJMHFTWPTBTXRW-UHFFFAOYNA-N,CHEMBL2048227,29253,A,5.82,chembl20,826182,10116,MAOA,2549,N1(CCC(CC1)C=2C=CC(=CC2)Cl)CCC"
"VJPPMUFNJJMKGK-UHFFFAOYNA-N,CHEMBL1642682,4128,N,4.03,chembl20,699650,9606,MAOA,2549,C(CC=1C=CC=CC1)C=2C=CC=C(C2)N"
"VGSIRAQVBHNNJM-UHFFFAOYNA-N,CHEMBL2204768,4128,N,3.89,chembl20,885406,9606,MAOA,2549,C(C=1C=CC(=CC1)SCC=2C=CC(=CC2)Br)#N"
"SWJOXUUDOHBIRE-UHFFFAOYNA-N,CHEMBL151236,29253,N,3.74,chembl20,123095,10116,MAOA,2549,C(OC1=CC(CCN)=CC=C1)(N(CC)C)=O"
"UOMGIELJQUNAPC-UHFFFAOYNA-N,CHEMBL144926,29253,N,4.27,chembl20,122945,10116,MAOA,2549,N1=C(N=NN1CCC#N)C=2C=CC=CC2"
"UPLOKTSIJATUTQ-UHFFFAOYNA-N,CHEMBL538733,4128,N,4.39,chembl20,122786,9606,MAOA,2549,C=1(C(=C(C=C2C1C=NC=C2)OC)OC)OC"
"UGFMYKUFBSSFKP-UHFFFAOYNA-N,CHEMBL68404,29253,A,6.21,chembl20,123290,10116,MAOA,2549,S1C2=C(OC=3C1=CC=CC3)C=CC=C2C"
"UBJBIUDLAZEZPQ-UHFFFAOYNA-N,CHEMBL190331,29253,A,7.1,chembl20,305534,10116,MAOA,2549,C=1(C(=CC(=CC1OC)SCC)OC)CC(N)C"
"TXPPKWZEHFNZOE-UHFFFAOYNA-N,CHEMBL555787,4128,N,4.57,chembl20,122785,9606,MAOA,2549,C=12C(=CC(=C(C1)OC)OC)CCN(C2)C"
"TWLCPZOKHROBDM-RMKNXTFCNA-N,CHEMBL328551,29253,A,5.93,chembl20,122944,10116,MAOA,2549,C(#C)CN(N)C/C=C/C=1C=CC=CC1"
"VASUQTGZAPZKFK-UHFFFAOYNA-N,CHEMBL291083,4128,A,5.4,chembl20,122786,9606,MAOA,2549,C12=CC(OC)=C(C=C1CCN=C2C)OC"
"VMFUYWSNWQYUTG-UHFFFAOYNA-N,CHEMBL38064,4128,N,3.77,chembl20,122786,9606,MAOA,2549,C1(=C2C(CCNC2C)=CC(=C1OC)OC)OC"
"VKCCONQDMWKUOB-UHFFFAOYNA-N,CHEMBL2312489,4128,N,4.0,chembl20,934040,9606,MAOA,2549,C=1C=CC2=C(C1)OC(=CC2=O)C(=O)OCCC"
"VPWWBBHNPQQDGO-UHFFFAOYNA-N,CHEMBL1645544,4128,A,8.3,chembl20,698696,9606,MAOA,2549,C1=CC=2C(C=C1OCC=C)=NC=3C2C=CNC3C"
"VHBFFQKBGNRLFZ-UHFFFAOYNA-N,CHEMBL275638,4128,N,3.82,chembl20,612768,9606,MAOA,2549,O1C=2C(C(C=C1C3=CC=CC=C3)=O)=CC=CC2"
"SHHIIRIFRIVAFS-UHFFFAOYNA-N,46233268,4128,A,5.60206,pubchem,459599,9606,MAOA,2549,S1C(CNCC1)C2=CC=C(OCCCC)C=C2"
"SHHIIRIFRIVAFS-UHFFFAOYNA-N,CHEMBL597372,29253,N,4.85,chembl20,610655,10116,MAOA,2549,S1C(CNCC1)C=2C=CC(=CC2)OCCCC"
"SEQQECSHITUZQZ-UHFFFAOYNA-N,CHEMBL80053,29253,A,6.4,chembl20,123276,10116,MAOA,2549,S1C2=C(C=CC(C#N)=C2)OC=3C1=CC=CC3"
"TWXUHKZVHUSWNE-UHFFFAOYNA-N,CHEMBL290302,4128,A,5.4,chembl20,122786,9606,MAOA,2549,[N+]1(=CC=2C=CC(=CC2CC1)OC)C"
"XFQYOFLFNKCHLG-UHFFFAOYNA-N,CHEMBL591523,4128,N,4.29,chembl20,769477,9606,MAOA,2549,C=1(C=C2C=C(C(OC2=CC1)=O)C(C)=O)Br"
"XJLRCPYQIPAQCA-UHFFFAOYNA-N,CHEMBL83434,29253,A,7.3,chembl20,123276,10116,MAOA,2549,S1(C=2C(=CC=CC2)OC3=C1C=CC=C3)(=O)=O"
"WCVOKGUMZVZBJU-UHFFFAOYNA-N,CHEMBL2204767,4128,N,4.69,chembl20,885406,9606,MAOA,2549,C(C=1C=CC(=CC1)SCC=2C=CC(=CC2)Cl)#N"
"WBUSZTYVQXVRQV-UHFFFAOYNA-N,CHEMBL2048232,29253,N,4.03,chembl20,826182,10116,MAOA,2549,N1(CCC(CC1)C=2C=CC(=CC2)C#N)CCC"
"XSWNCWHBCPRVSC-UHFFFAOYNA-N,CHEMBL451149,29253,N,4.8,chembl20,948571,10116,MAOA,2549,C1N(CCN(C1)CCC)C2=CC(=CC=C2)OC"
"YCEKGYNNBKDCNN-UHFFFAOYNA-N,CHEMBL2204773,4128,A,5.07,chembl20,885406,9606,MAOA,2549,C(C=1C=CC(=CC1)SC=2C=CC(=CC2)Br)#N"
"YFSLPSITQIUFQK-UHFFFAOYNA-N,CHEMBL33867,29253,N,4.89,chembl20,305534,10116,MAOA,2549,C=1(C(=CC(=C(C1)Br)OC)OC)CC(N)C"
"YDIVKRNESAIBHZ-UHFFFAOYNA-N,CHEMBL1938480,4128,N,4.42,chembl20,799278,9606,MAOA,2549,C1C=CCCN1CCC2=CC=C(C=C2)N(=O)=O"
"VXLBSYHAEKDUSU-JXMROGBWNA-N,CHEMBL489079,4128,A,5.96,chembl20,561019,9606,MAOA,2549,C(=C\F)(\CCC=1C=CC(F)=CC1)/CN"
"WOBAXWXQKSIHCH-VIFPVBQENA-N,44424447,4128,A,7.12494,pubchem,288951,9606,MAOA,2549,S(C1=CC=C(C[C@@H](N)C)C=C1)CC"
"WOBAXWXQKSIHCH-VIFPVBQENA-N,CHEMBL387777,29253,A,7.27,chembl20,436975,10116,MAOA,2549,C1=C(SCC)C=CC(C[C@@H](N)C)=C1"
"WETXYFNVBDLWIW-UHFFFAOYNA-N,CHEMBL544714,4128,N,2.89,chembl20,122786,9606,MAOA,2549,C=12C(=CC(=C(C1)O)O)CCN(C2)C"
"WSACHQJPCNOREV-UHFFFAOYNA-N,CHEMBL185960,4128,A,5.42,chembl20,304820,9606,MAOA,2549,C1(C=2C(=CC=C(C2)O)OC=3C1=CC=CC3)=O"
"WZXHSWVDAYOFPE-UHFFFAOYNA-N,CHEMBL160347,29253,A,8.3,chembl20,122946,10116,MAOA,2549,O1C(=CC2=C1C(=CC(OC)=C2)Br)C3CCNCC3"
"WZXHSWVDAYOFPE-UHFFFAOYNA-N,CHEMBL160347,4128,A,6.74,chembl20,100063,9606,MAOA,2549,O1C(=CC2=C1C(=CC(OC)=C2)Br)C3CCNCC3"
"YLJREFDVOIBQDA-YGPBECBDNA-N,CHEMBL95,29253,A,7.4,chembl20,814868,10116,MAOA,2549,C=1(C2=C(CCCC2)N=C3C1C=CC=C3)N"
"YLJREFDVOIBQDA-YGPBECBDNA-N,CHEMBL95,4128,N,3.66,chembl20,1278495,9606,MAOA,2549,C=1(C2=C(CCCC2)N=C3C1C=CC=C3)N"
"YTISFYMPVILQRL-UHFFFAOYNA-N,CHEMBL1521156,4128,A,5.11,chembl20,699650,9606,MAOA,2549,ClC1=CC=C(OC=2C=CC(N)=CC2)C=C1"
"YRHRIQCWCFGUEQ-UHFFFAOYNA-N,CHEMBL83371,29253,A,6.22,chembl20,123276,10116,MAOA,2549,C1(C2=C(C=CC=C2)SC3=C1C=CC=C3)=O"
"XYGSKZYABPNAKO-UHFFFAOYNA-N,21341306,29253,A,6.49485,pubchem,395043,10116,MAOA,2549,O(CCCC)C1=CC=C(CC(N)C)C=C1"
"ZRPMISJEZSOSQC-UHFFFAOYNA-N,CHEMBL1642681,4128,N,4.46,chembl20,699650,9606,MAOA,2549,C=1(C=CC(=CC1)N)CCC2=CC=CC=C2"
"ZQZIUGBKLHMKSH-UHFFFAOYNA-N,CHEMBL148529,29253,N,3.08,chembl20,123265,10116,MAOA,2549,C(#C)CNC(CC1=CC(O)=CC=C1)C"
"YNJKVTVEUMSYDX-UHFFFAOYNA-N,CHEMBL537623,29253,N,4.2,chembl20,306631,10116,MAOA,2549,C1(=C(N(CC)C)C=NC=C1NCC)CN"
"ZJQNQRGPTDWFIH-UHFFFAOYNA-N,CHEMBL3086344,4128,N,3.65,chembl20,1277073,9606,MAOA,2549,C(CCCNCCCNCC1=CC=CS1)NCCCN"
"ZUCHADSRYKMTHE-UHFFFAOYNA-N,57387397,4128,A,5.45346,pubchem,1072637,9606,MAOA,2549,O(CCCC#C)C1=CC=2OC(=O)C=CC2C=C1"
"BGWADTFLQQUACM-BQYQJAHWNA-N,CHEMBL1269118,4128,N,4.38,chembl20,979172,9606,MAOA,2549,C1(=CC=C(C=C1)F)C(=O)/C=C/C=2OC=CC2"
"BGWRJAXPPYHIRG-YHMJCDSINA-N,CHEMBL266155,29253,N,4.86,chembl20,540260,10116,MAOA,2549,N1=C(NCC1)C2=CC=3C(C=C2)=CC=CC3"
"BCWCXWKCQMBFBQ-UHFFFAOYNA-N,CHEMBL127653,29253,N,4.56,chembl20,305534,10116,MAOA,2549,C1(=CC(OC)=C(C=C1OC)CC(N)C)SC(C)C"
"BDBKTQWAORGGJI-UHFFFAOYNA-N,CHEMBL1938483,4128,A,6.05,chembl20,799371,9606,MAOA,2549,C=1CCN(CC1)CCCOC2=CC=C(C=C2Cl)Cl"
"ATDTYCFXRNCJHO-NDKGDYFDNA-N,CHEMBL2312485,4128,N,4.0,chembl20,934040,9606,MAOA,2549,C1=C(C=C2C(=C1)OC=C(C2=O)C(=O)O)Cl"
"AWOUIWVQSFMVNU-UHFFFAOYNA-N,CHEMBL37607,4128,A,5.22,chembl20,122786,9606,MAOA,2549,[N+]1(=CC2=CC(OC)=C(C=C2CC1)OC)C"
"AXDCCEURLMEBTA-UHFFFAOYNA-N,CHEMBL3113645,4128,A,5.84,chembl20,1290768,9606,MAOA,2549,C1(C(=CC2=CC(=CC=C2O1)O)CN3CCCC3)=O"
"AXGMOTRSYFBQBG-UHFFFAOYNA-N,CHEMBL1830796,4128,N,4.26,chembl20,769477,9606,MAOA,2549,C=1(C=C2C=C(C(OC2=C(C1)Br)=O)C(C)=O)Cl"
"AXIKLEVFYDZYKE-CYBMUJFWNA-N,CHEMBL1788257,29253,A,8.15,chembl20,122949,10116,MAOA,2549,C=12[C@@H](CCC1C=CC(=C2)O)N(CC#C)C"
"AXIKLEVFYDZYKE-ZDUSSCGKNA-N,CHEMBL2093016,29253,N,4.92,chembl20,123262,10116,MAOA,2549,C=12[C@H](CCC1C=CC(=C2)O)N(CC#C)C"
"ARAMVZVGYFTNIZ-UHFFFAOYNA-N,CHEMBL67426,29253,A,7.7,chembl20,123282,10116,MAOA,2549,S1(C2=C(C=C(C=C2)Br)OC=3C1=CC=CC3)(=O)=O"
"AATWPLNNZKLWEK-UHFFFAOYNA-N,CHEMBL186863,4128,N,4.74,chembl20,304820,9606,MAOA,2549,C12=C(C(=O)C=3C(O1)=CC=CC3)C=CC(=C2O)OC"
"BXNJHAXVSOCGBA-UHFFFAOYNA-N,5280953,4128,A,8.30103,pubchem,453494,9606,MAOA,2549,O(C1=CC=2NC3=C(C2C=C1)C=CN=C3C)C"
"BYGDUPYPACEZSR-MWPAXMCQNA-N,CHEMBL3299038,4128,N,3.79,chembl20,1368730,9606,MAOA,2549,C1(C)(C)CC=CC(=C1/C=N/NC(N)=O)C"
"BXDRXWBCUJCURL-UHFFFAOYNA-N,CHEMBL449920,29253,A,5.85,chembl20,826182,10116,MAOA,2549,C1N(CCN(C1)CCC)C2=CC=C(C=C2)OC"
"BXEVLOZJWSSRDM-UHFFFAOYNA-N,CHEMBL1185605,4128,N,3.77,chembl20,1277073,9606,MAOA,2549,N(CCCNCCCCNCCCN)CC1=CC=CC=C1"
"CCDCVAKHGAIARI-UHFFFAOYNA-N,CHEMBL45511,29253,N,4.06,chembl20,123446,10116,MAOA,2549,C=1C=C2C=C(CNCC3=CC=CC=C3)NC2=CC1"
"CDQZBZUAACBTIU-UHFFFAOYNA-N,CHEMBL545334,29253,N,3.89,chembl20,123267,10116,MAOA,2549,C(OC=1C=C2C(CCC2NCC#C)=CC1)(=S)N(C)C"
"BYMBXVDUMFYTBP-UHFFFAOYNA-N,CHEMBL2204757,4128,N,3.66,chembl20,885406,9606,MAOA,2549,C(C=1C(C#N)=CC(=CC1)SCC=2C=CC(=CC2)Br)#N"
"BZMSQWXLEYEFTD-UHFFFAOYNA-N,CHEMBL66219,29253,A,6.1,chembl20,123282,10116,MAOA,2549,S1(C2=C(C(C)=CC=C2)OC=3C1=CC=CC3)(=O)=O"
"BZXHNKSSHVVGRU-VTORVXMGNA-N,CHEMBL597988,29253,N,4.35,chembl20,610338,10116,MAOA,2549,C(C1=CC=CN=C1O)(=O)NCCN2CCOCC2"
"BXKHXGUWBXLIFW-VMPITWQZNA-N,CHEMBL1344767,4128,N,4.07,chembl20,979172,9606,MAOA,2549,BrC1=CC=C(/C=C/C(=O)C=2OC(=CC2)C)C=C1"
"AFCJXGJLLQVESI-BQYQJAHWNA-N,CHEMBL2420794,4128,N,4.72,chembl20,979172,9606,MAOA,2549,C1(=CC(=CC=C1)OC)/C=C/C(=O)C=2OC=CC2"
"AFDHBPNJHIYBKV-UHFFFAOYNA-N,CHEMBL2204758,4128,A,5.68,chembl20,885406,9606,MAOA,2549,C(C=1C(C#N)=CC(=CC1)SCC=2C=CC(=CC2)F)#N"
"CNQVNEPLCSJWDF-YAQRNVERNA-N,17144214,29253,A,6.42022,pubchem,459280,10116,MAOA,2549,ClC=1N=CC(C(=O)NCCCN2CCOCC2)=CC1"
"CMGJSVMGFVYVHF-UHFFFAOYNA-N,CHEMBL191132,29253,A,6.4,chembl20,305534,10116,MAOA,2549,S(C1=CC=C(C=C1)CC(N)C)CC(C)C"
"CRXAYNAYXGFRGO-UHFFFAOYNA-N,CHEMBL471840,29253,A,6.17,chembl20,543072,10116,MAOA,2549,C=1C=C2C=C(C=CC2=CC1OCCC)CC(N)C"
"CGDGTIQQHSJDKQ-UHFFFAOYNA-N,CHEMBL65103,29253,A,7.0,chembl20,123282,10116,MAOA,2549,S1(C2=C(C=CC=C2C#C)OC=3C1=CC=CC3)(=O)=O"
"DELPHQSATGCEPA-UHFFFAOYNA-N,CHEMBL3121790,4128,A,6.44,chembl20,1292876,9606,MAOA,2549,O(CCCCC#C)C1=CC=C2C(=C1)OC(C=C2)=O"
"DDBREPKUVSBGFI-KGCNKATMNA-N,4763,4128,N,,pubchem,409942,9606,MAOA,2549,O=C1NC(=O)NC(=O)C1(CC)C2=CC=CC=C2"
"CXESXUITUZNGLQ-UHFFFAOYNA-N,71454081,4128,A,5.22475,pubchem,717663,9606,MAOA,2549,S(C1CCCCC1)C2=CC(=C(C=C2)C#N)C#N"
"CXGGCNYHKKNQGW-UHFFFAOYNA-N,CHEMBL92887,29253,N,3.2,chembl20,948571,10116,MAOA,2549,C1N(CCN(C1)CCC)C2=C(C=CC=C2)OC"
"CZIHNRWJTSTCEX-WYUMXYHSNA-N,CHEMBL311469,4128,A,7.23,chembl20,774648,9606,MAOA,2549,C=1C(NC(=O)C)=CC=C2C1CC3=CC=CC=C23"
"CVFLVPBKQZZLQV-UHFFFAOYNA-N,CHEMBL545179,4128,N,3.0,chembl20,122786,9606,MAOA,2549,C12=C(C(=C(C(=C1CCNC2C)OC)OC)OC)OC"
"ANFGSACSROQTSO-UHFFFAOYNA-N,CHEMBL14355,4128,A,7.55,chembl20,698696,9606,MAOA,2549,N1C2=C(C=CC(=C2)OCCO)C3=C1C(=NC=C3)C"
"BQBCLXYVZWZAKK-UHFFFAOYNA-N,CHEMBL298006,29253,A,9.52,chembl20,123446,10116,MAOA,2549,C=1(N(C=2C=CC=CC2C1)C)CN(CC#C)C"
"DSWLLQZGSLGKPU-VOTSOKGWNA-N,CHEMBL2420793,4128,N,4.68,chembl20,979172,9606,MAOA,2549,C1(=CC(=CC=C1)Cl)/C=C/C(=O)C=2OC=CC2"
"GANVJBSNVYJUKL-UHFFFAOYNA-N,44588125,29253,A,5.28316,pubchem,657237,10116,MAOA,2549,O1C=2C=C(CCCCC(=O)N(CC)CC)C=CC2OC1"
"GCAMSSLNXVYMKS-UHFFFAOYNA-N,CHEMBL187159,4128,N,4.29,chembl20,304820,9606,MAOA,2549,C1(C=2C(=CC=CC2OC)OC3=C1C=CC=C3O)=O"
"DONGQQAAIOHUPL-UHFFFAOYNA-N,CHEMBL1987137,4128,A,5.45,chembl20,885406,9606,MAOA,2549,S(C=1C=C(C(=CC1)C#N)C#N)C2=CC=CC=C2"
"DRIRMYPZOAOUPR-UHFFFAOYNA-N,CHEMBL420780,29253,A,6.0,chembl20,123276,10116,MAOA,2549,S1(C2=C(C=CC=C2)C(C3=C1C=CC=C3)=O)(=O)=O"
"DQMZLTXERSFNPB-KGCNKATMNA-N,4909,4128,N,,pubchem,409942,9606,MAOA,2549,O=C1NCNC(=O)C1(CC)C2=CC=CC=C2"
"DSNJJTFFMQNNPE-YAQRNVERNA-N,CHEMBL598814,29253,A,5.59,chembl20,610338,10116,MAOA,2549,C(C1=CC=CN=C1Cl)(=O)NCCN2CCOCC2"
"GHLPFUPTLVEUTA-YHMJCDSINA-N,CHEMBL611061,29253,N,4.82,chembl20,610338,10116,MAOA,2549,C(C1=CC=C(N=C1)F)(=O)NCCN2CCOCC2"
"GJZGSJXWXUEDSS-CDZRGBSPNA-N,70690532,4128,A,5.60783,pubchem,672470,9606,MAOA,2549,BrC=1C=2C(C=NC2C=CC1)=CC=3NC(=NC3O)N"
"GKCBAIGFKIBETG-UHFFFAOYNA-N,CHEMBL698,4128,A,6.5,chembl20,774648,9606,MAOA,2549,C(C=1C=CC(=CC1)NCCCC)(=O)OCCN(C)C"
"GILILHAGYRMOAM-UHFFFAOYNA-N,CHEMBL2207491,29253,N,4.13,chembl20,881848,10116,MAOA,2549,N1(C=CC=2C=CC=CC12)C3CCN(CC3)CCC"
"FQRIYWSUESDLNK-WYUMXYHSNA-N,CHEMBL221171,4128,N,0.16,chembl20,739780,9606,MAOA,2549,N1C(C(=O)NCCCC2=CC=CC=C2)=CC=C1"
"FWFVXBZXJKTVGL-UHFFFAOYNA-N,CHEMBL568385,4128,N,3.82,chembl20,769478,9606,MAOA,2549,C=1C=C2C=C(C(=O)OC2=CC1OC)C(OCC)=O"
"FUVZEIBOHOBXJX-UHFFFAOYNA-N,71559777,4128,A,6.64397,pubchem,751624,9606,MAOA,2549,BrC1=CC=C(COC2=CC=3C(=COC3O)C=C2)C=C1"
"DLKYCLOHVLRXKA-UHFFFAOYNA-N,CHEMBL67463,29253,A,7.0,chembl20,123290,10116,MAOA,2549,S1(C2=C(C=CC=C2CBr)OC=3C1=CC=CC3)(=O)=O"
"DFJCURDMUJFFHQ-UHFFFAOYNA-N,CHEMBL68415,29253,A,6.85,chembl20,123282,10116,MAOA,2549,S1(C2=C(C=CC=C2CO)OC=3C1=CC=CC3)(=O)=O"
"FBYCHEZAAUZQDB-UHFFFAOYNA-N,CHEMBL185425,4128,N,4.64,chembl20,304820,9606,MAOA,2549,O1C2=C(C=CC(=C2)O)C(C3=C1C(OC)=CC=C3)=O"
"DWSIBMFUHQAQMK-YHMJCDSINA-N,1228702,29253,A,6.74473,pubchem,459280,10116,MAOA,2549,ClC=1N=CC(C(=O)NCCN2CCOCC2)=CC1"
"FFRGZBOVYKMGFL-UHFFFAOYNA-N,CHEMBL2048228,29253,A,5.16,chembl20,826182,10116,MAOA,2549,N1(CCC(CC1)C=2C=CC(=CC2)C(F)(F)F)CCC"
"DZQBBCRLXMGVGW-UHFFFAOYNA-N,11276756,4128,A,5.04479,pubchem,717663,9606,MAOA,2549,S(CC1=CC=CC=C1)C2=CC(=C(C=C2)C#N)C#N"
